siteID,plotID,collectDate,ym,taxonID,scientificName,individualCount,trapnights,source
HARV,HARV_002,2016-07-15,2016-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_002,2016-07-15,2016-07,AGOMEL,Agonum melanarium,4,39,demo
HARV,HARV_004,2016-07-15,2016-07,PTEMEL,Pterostichus melanarius,5,42,demo
HARV,HARV_004,2016-07-15,2016-07,PTEMUT,Pterostichus mutus,8,42,demo
HARV,HARV_004,2016-07-15,2016-07,CARGOR,Carabus goryi,4,42,demo
HARV,HARV_004,2016-07-15,2016-07,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_004,2016-07-15,2016-07,SYNIMP,Synuchus impunctatus,1,42,demo
HARV,HARV_004,2016-07-15,2016-07,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_004,2016-07-15,2016-07,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_007,2016-07-15,2016-07,PTEMEL,Pterostichus melanarius,6,42,demo
HARV,HARV_007,2016-07-15,2016-07,PTEMUT,Pterostichus mutus,7,42,demo
HARV,HARV_007,2016-07-15,2016-07,CARGOR,Carabus goryi,3,42,demo
HARV,HARV_007,2016-07-15,2016-07,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_007,2016-07-15,2016-07,SYNIMP,Synuchus impunctatus,2,42,demo
HARV,HARV_007,2016-07-15,2016-07,CYCHRU,Cychrus caraboides,2,42,demo
HARV,HARV_007,2016-07-15,2016-07,AGOMEL,Agonum melanarium,4,42,demo
HARV,HARV_001,2016-08-15,2016-08,PTEMEL,Pterostichus melanarius,9,42,demo
HARV,HARV_001,2016-08-15,2016-08,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_001,2016-08-15,2016-08,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_001,2016-08-15,2016-08,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_001,2016-08-15,2016-08,SYNIMP,Synuchus impunctatus,4,42,demo
HARV,HARV_001,2016-08-15,2016-08,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_001,2016-08-15,2016-08,AGOMEL,Agonum melanarium,3,42,demo
HARV,HARV_002,2016-08-15,2016-08,PTEMEL,Pterostichus melanarius,10,42,demo
HARV,HARV_002,2016-08-15,2016-08,PTEMUT,Pterostichus mutus,5,42,demo
HARV,HARV_002,2016-08-15,2016-08,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_002,2016-08-15,2016-08,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_002,2016-08-15,2016-08,SYNIMP,Synuchus impunctatus,4,42,demo
HARV,HARV_002,2016-08-15,2016-08,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_004,2016-08-15,2016-08,PTEMEL,Pterostichus melanarius,7,42,demo
HARV,HARV_004,2016-08-15,2016-08,PTEMUT,Pterostichus mutus,5,42,demo
HARV,HARV_004,2016-08-15,2016-08,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_004,2016-08-15,2016-08,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_004,2016-08-15,2016-08,SYNIMP,Synuchus impunctatus,4,42,demo
HARV,HARV_004,2016-08-15,2016-08,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_004,2016-08-15,2016-08,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_007,2016-08-15,2016-08,PTEMEL,Pterostichus melanarius,9,60,demo
HARV,HARV_007,2016-08-15,2016-08,PTEMUT,Pterostichus mutus,5,60,demo
HARV,HARV_007,2016-08-15,2016-08,CARGOR,Carabus goryi,2,60,demo
HARV,HARV_007,2016-08-15,2016-08,SPHSTE,Sphaeroderus stenostomus,3,60,demo
HARV,HARV_007,2016-08-15,2016-08,SYNIMP,Synuchus impunctatus,3,60,demo
HARV,HARV_007,2016-08-15,2016-08,CYCHRU,Cychrus caraboides,1,60,demo
HARV,HARV_007,2016-08-15,2016-08,AGOMEL,Agonum melanarium,3,60,demo
HARV,HARV_001,2016-09-15,2016-09,PTEMEL,Pterostichus melanarius,7,39,demo
HARV,HARV_001,2016-09-15,2016-09,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_001,2016-09-15,2016-09,CARGOR,Carabus goryi,1,39,demo
HARV,HARV_001,2016-09-15,2016-09,SPHSTE,Sphaeroderus stenostomus,2,39,demo
HARV,HARV_001,2016-09-15,2016-09,SYNIMP,Synuchus impunctatus,2,39,demo
HARV,HARV_001,2016-09-15,2016-09,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_002,2016-09-15,2016-09,PTEMEL,Pterostichus melanarius,6,39,demo
HARV,HARV_002,2016-09-15,2016-09,PTEMUT,Pterostichus mutus,4,39,demo
HARV,HARV_002,2016-09-15,2016-09,CARGOR,Carabus goryi,1,39,demo
HARV,HARV_002,2016-09-15,2016-09,SPHSTE,Sphaeroderus stenostomus,3,39,demo
HARV,HARV_002,2016-09-15,2016-09,SYNIMP,Synuchus impunctatus,5,39,demo
HARV,HARV_002,2016-09-15,2016-09,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_004,2016-09-15,2016-09,PTEMEL,Pterostichus melanarius,5,39,demo
HARV,HARV_004,2016-09-15,2016-09,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_004,2016-09-15,2016-09,CARGOR,Carabus goryi,1,39,demo
HARV,HARV_004,2016-09-15,2016-09,SPHSTE,Sphaeroderus stenostomus,1,39,demo
HARV,HARV_004,2016-09-15,2016-09,SYNIMP,Synuchus impunctatus,4,39,demo
HARV,HARV_004,2016-09-15,2016-09,AGOMEL,Agonum melanarium,1,39,demo
HARV,HARV_007,2016-09-15,2016-09,PTEMEL,Pterostichus melanarius,5,42,demo
HARV,HARV_007,2016-09-15,2016-09,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_007,2016-09-15,2016-09,SPHSTE,Sphaeroderus stenostomus,3,42,demo
HARV,HARV_007,2016-09-15,2016-09,SYNIMP,Synuchus impunctatus,4,42,demo
HARV,HARV_007,2016-09-15,2016-09,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_001,2016-10-15,2016-10,PTEMEL,Pterostichus melanarius,5,42,demo
HARV,HARV_001,2016-10-15,2016-10,PTEMUT,Pterostichus mutus,1,42,demo
HARV,HARV_001,2016-10-15,2016-10,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_001,2016-10-15,2016-10,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_002,2016-10-15,2016-10,PTEMEL,Pterostichus melanarius,6,42,demo
HARV,HARV_002,2016-10-15,2016-10,PTEMUT,Pterostichus mutus,1,42,demo
HARV,HARV_002,2016-10-15,2016-10,SPHSTE,Sphaeroderus stenostomus,3,42,demo
HARV,HARV_002,2016-10-15,2016-10,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_004,2016-10-15,2016-10,PTEMEL,Pterostichus melanarius,4,45,demo
HARV,HARV_004,2016-10-15,2016-10,PTEMUT,Pterostichus mutus,1,45,demo
HARV,HARV_004,2016-10-15,2016-10,SPHSTE,Sphaeroderus stenostomus,2,45,demo
HARV,HARV_004,2016-10-15,2016-10,SYNIMP,Synuchus impunctatus,4,45,demo
HARV,HARV_004,2016-10-15,2016-10,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_007,2016-10-15,2016-10,PTEMEL,Pterostichus melanarius,6,45,demo
HARV,HARV_007,2016-10-15,2016-10,PTEMUT,Pterostichus mutus,1,45,demo
HARV,HARV_007,2016-10-15,2016-10,SPHSTE,Sphaeroderus stenostomus,2,45,demo
HARV,HARV_007,2016-10-15,2016-10,SYNIMP,Synuchus impunctatus,2,45,demo
HARV,HARV_001,2017-05-15,2017-05,PTEMEL,Pterostichus melanarius,1,39,demo
HARV,HARV_001,2017-05-15,2017-05,PTEMUT,Pterostichus mutus,2,39,demo
HARV,HARV_001,2017-05-15,2017-05,CARGOR,Carabus goryi,4,39,demo
HARV,HARV_001,2017-05-15,2017-05,CYCHRU,Cychrus caraboides,2,39,demo
HARV,HARV_001,2017-05-15,2017-05,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_002,2017-05-15,2017-05,PTEMEL,Pterostichus melanarius,2,45,demo
HARV,HARV_002,2017-05-15,2017-05,PTEMUT,Pterostichus mutus,5,45,demo
HARV,HARV_002,2017-05-15,2017-05,CARGOR,Carabus goryi,2,45,demo
HARV,HARV_002,2017-05-15,2017-05,CYCHRU,Cychrus caraboides,2,45,demo
HARV,HARV_002,2017-05-15,2017-05,AGOMEL,Agonum melanarium,2,45,demo
HARV,HARV_004,2017-05-15,2017-05,PTEMEL,Pterostichus melanarius,1,45,demo
HARV,HARV_004,2017-05-15,2017-05,PTEMUT,Pterostichus mutus,3,45,demo
HARV,HARV_004,2017-05-15,2017-05,CARGOR,Carabus goryi,3,45,demo
HARV,HARV_004,2017-05-15,2017-05,CYCHRU,Cychrus caraboides,2,45,demo
HARV,HARV_004,2017-05-15,2017-05,AGOMEL,Agonum melanarium,2,45,demo
HARV,HARV_007,2017-05-15,2017-05,PTEMEL,Pterostichus melanarius,2,42,demo
HARV,HARV_007,2017-05-15,2017-05,PTEMUT,Pterostichus mutus,3,42,demo
HARV,HARV_007,2017-05-15,2017-05,CARGOR,Carabus goryi,5,42,demo
HARV,HARV_007,2017-05-15,2017-05,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_007,2017-05-15,2017-05,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_001,2017-06-15,2017-06,PTEMEL,Pterostichus melanarius,5,39,demo
HARV,HARV_001,2017-06-15,2017-06,PTEMUT,Pterostichus mutus,6,39,demo
HARV,HARV_001,2017-06-15,2017-06,CARGOR,Carabus goryi,4,39,demo
HARV,HARV_001,2017-06-15,2017-06,SYNIMP,Synuchus impunctatus,1,39,demo
HARV,HARV_001,2017-06-15,2017-06,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_001,2017-06-15,2017-06,AGOMEL,Agonum melanarium,3,39,demo
HARV,HARV_002,2017-06-15,2017-06,PTEMEL,Pterostichus melanarius,5,42,demo
HARV,HARV_002,2017-06-15,2017-06,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_002,2017-06-15,2017-06,CARGOR,Carabus goryi,3,42,demo
HARV,HARV_002,2017-06-15,2017-06,SPHSTE,Sphaeroderus stenostomus,1,42,demo
HARV,HARV_002,2017-06-15,2017-06,SYNIMP,Synuchus impunctatus,1,42,demo
HARV,HARV_002,2017-06-15,2017-06,CYCHRU,Cychrus caraboides,2,42,demo
HARV,HARV_002,2017-06-15,2017-06,AGOMEL,Agonum melanarium,3,42,demo
HARV,HARV_004,2017-06-15,2017-06,PTEMEL,Pterostichus melanarius,5,56,demo
HARV,HARV_004,2017-06-15,2017-06,PTEMUT,Pterostichus mutus,6,56,demo
HARV,HARV_004,2017-06-15,2017-06,CARGOR,Carabus goryi,7,56,demo
HARV,HARV_004,2017-06-15,2017-06,SPHSTE,Sphaeroderus stenostomus,1,56,demo
HARV,HARV_004,2017-06-15,2017-06,SYNIMP,Synuchus impunctatus,1,56,demo
HARV,HARV_004,2017-06-15,2017-06,CYCHRU,Cychrus caraboides,2,56,demo
HARV,HARV_004,2017-06-15,2017-06,AGOMEL,Agonum melanarium,6,56,demo
HARV,HARV_007,2017-06-15,2017-06,PTEMEL,Pterostichus melanarius,3,39,demo
HARV,HARV_007,2017-06-15,2017-06,PTEMUT,Pterostichus mutus,7,39,demo
HARV,HARV_007,2017-06-15,2017-06,CARGOR,Carabus goryi,3,39,demo
HARV,HARV_007,2017-06-15,2017-06,SYNIMP,Synuchus impunctatus,1,39,demo
HARV,HARV_007,2017-06-15,2017-06,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_007,2017-06-15,2017-06,AGOMEL,Agonum melanarium,3,39,demo
HARV,HARV_001,2017-07-15,2017-07,PTEMEL,Pterostichus melanarius,8,45,demo
HARV,HARV_001,2017-07-15,2017-07,PTEMUT,Pterostichus mutus,7,45,demo
HARV,HARV_001,2017-07-15,2017-07,CARGOR,Carabus goryi,3,45,demo
HARV,HARV_001,2017-07-15,2017-07,SPHSTE,Sphaeroderus stenostomus,1,45,demo
HARV,HARV_001,2017-07-15,2017-07,SYNIMP,Synuchus impunctatus,3,45,demo
HARV,HARV_001,2017-07-15,2017-07,CYCHRU,Cychrus caraboides,2,45,demo
HARV,HARV_001,2017-07-15,2017-07,AGOMEL,Agonum melanarium,5,45,demo
HARV,HARV_002,2017-07-15,2017-07,PTEMEL,Pterostichus melanarius,9,39,demo
HARV,HARV_002,2017-07-15,2017-07,PTEMUT,Pterostichus mutus,5,39,demo
HARV,HARV_002,2017-07-15,2017-07,CARGOR,Carabus goryi,3,39,demo
HARV,HARV_002,2017-07-15,2017-07,SPHSTE,Sphaeroderus stenostomus,2,39,demo
HARV,HARV_002,2017-07-15,2017-07,SYNIMP,Synuchus impunctatus,2,39,demo
HARV,HARV_002,2017-07-15,2017-07,CYCHRU,Cychrus caraboides,1,39,demo
HARV,HARV_002,2017-07-15,2017-07,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_004,2017-07-15,2017-07,PTEMEL,Pterostichus melanarius,7,52,demo
HARV,HARV_004,2017-07-15,2017-07,PTEMUT,Pterostichus mutus,11,52,demo
HARV,HARV_004,2017-07-15,2017-07,CARGOR,Carabus goryi,3,52,demo
HARV,HARV_004,2017-07-15,2017-07,SPHSTE,Sphaeroderus stenostomus,2,52,demo
HARV,HARV_004,2017-07-15,2017-07,SYNIMP,Synuchus impunctatus,2,52,demo
HARV,HARV_004,2017-07-15,2017-07,CYCHRU,Cychrus caraboides,2,52,demo
HARV,HARV_004,2017-07-15,2017-07,AGOMEL,Agonum melanarium,3,52,demo
HARV,HARV_007,2017-07-15,2017-07,PTEMEL,Pterostichus melanarius,11,60,demo
HARV,HARV_007,2017-07-15,2017-07,PTEMUT,Pterostichus mutus,11,60,demo
HARV,HARV_007,2017-07-15,2017-07,CARGOR,Carabus goryi,6,60,demo
HARV,HARV_007,2017-07-15,2017-07,SPHSTE,Sphaeroderus stenostomus,3,60,demo
HARV,HARV_007,2017-07-15,2017-07,SYNIMP,Synuchus impunctatus,4,60,demo
HARV,HARV_007,2017-07-15,2017-07,CYCHRU,Cychrus caraboides,1,60,demo
HARV,HARV_007,2017-07-15,2017-07,AGOMEL,Agonum melanarium,5,60,demo
HARV,HARV_001,2017-08-15,2017-08,PTEMEL,Pterostichus melanarius,11,42,demo
HARV,HARV_001,2017-08-15,2017-08,PTEMUT,Pterostichus mutus,8,42,demo
HARV,HARV_001,2017-08-15,2017-08,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_001,2017-08-15,2017-08,SPHSTE,Sphaeroderus stenostomus,3,42,demo
HARV,HARV_001,2017-08-15,2017-08,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_001,2017-08-15,2017-08,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_001,2017-08-15,2017-08,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_002,2017-08-15,2017-08,PTEMEL,Pterostichus melanarius,9,45,demo
HARV,HARV_002,2017-08-15,2017-08,PTEMUT,Pterostichus mutus,7,45,demo
HARV,HARV_002,2017-08-15,2017-08,CARGOR,Carabus goryi,2,45,demo
HARV,HARV_002,2017-08-15,2017-08,SPHSTE,Sphaeroderus stenostomus,3,45,demo
HARV,HARV_002,2017-08-15,2017-08,SYNIMP,Synuchus impunctatus,6,45,demo
HARV,HARV_002,2017-08-15,2017-08,CYCHRU,Cychrus caraboides,1,45,demo
HARV,HARV_002,2017-08-15,2017-08,AGOMEL,Agonum melanarium,3,45,demo
HARV,HARV_004,2017-08-15,2017-08,PTEMEL,Pterostichus melanarius,13,42,demo
HARV,HARV_004,2017-08-15,2017-08,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_004,2017-08-15,2017-08,CARGOR,Carabus goryi,2,42,demo
HARV,HARV_004,2017-08-15,2017-08,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_004,2017-08-15,2017-08,SYNIMP,Synuchus impunctatus,3,42,demo
HARV,HARV_004,2017-08-15,2017-08,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_004,2017-08-15,2017-08,AGOMEL,Agonum melanarium,4,42,demo
HARV,HARV_007,2017-08-15,2017-08,PTEMEL,Pterostichus melanarius,18,56,demo
HARV,HARV_007,2017-08-15,2017-08,PTEMUT,Pterostichus mutus,8,56,demo
HARV,HARV_007,2017-08-15,2017-08,CARGOR,Carabus goryi,3,56,demo
HARV,HARV_007,2017-08-15,2017-08,SPHSTE,Sphaeroderus stenostomus,3,56,demo
HARV,HARV_007,2017-08-15,2017-08,SYNIMP,Synuchus impunctatus,6,56,demo
HARV,HARV_007,2017-08-15,2017-08,CYCHRU,Cychrus caraboides,1,56,demo
HARV,HARV_007,2017-08-15,2017-08,AGOMEL,Agonum melanarium,3,56,demo
HARV,HARV_001,2017-09-15,2017-09,PTEMEL,Pterostichus melanarius,7,42,demo
HARV,HARV_001,2017-09-15,2017-09,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_001,2017-09-15,2017-09,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_001,2017-09-15,2017-09,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_001,2017-09-15,2017-09,SYNIMP,Synuchus impunctatus,4,42,demo
HARV,HARV_001,2017-09-15,2017-09,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_002,2017-09-15,2017-09,PTEMEL,Pterostichus melanarius,11,39,demo
HARV,HARV_002,2017-09-15,2017-09,PTEMUT,Pterostichus mutus,3,39,demo
HARV,HARV_002,2017-09-15,2017-09,CARGOR,Carabus goryi,1,39,demo
HARV,HARV_002,2017-09-15,2017-09,SPHSTE,Sphaeroderus stenostomus,4,39,demo
HARV,HARV_002,2017-09-15,2017-09,SYNIMP,Synuchus impunctatus,4,39,demo
HARV,HARV_002,2017-09-15,2017-09,AGOMEL,Agonum melanarium,2,39,demo
HARV,HARV_004,2017-09-15,2017-09,PTEMEL,Pterostichus melanarius,11,45,demo
HARV,HARV_004,2017-09-15,2017-09,PTEMUT,Pterostichus mutus,3,45,demo
HARV,HARV_004,2017-09-15,2017-09,CARGOR,Carabus goryi,1,45,demo
HARV,HARV_004,2017-09-15,2017-09,SPHSTE,Sphaeroderus stenostomus,4,45,demo
HARV,HARV_004,2017-09-15,2017-09,SYNIMP,Synuchus impunctatus,6,45,demo
HARV,HARV_004,2017-09-15,2017-09,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_007,2017-09-15,2017-09,PTEMEL,Pterostichus melanarius,12,42,demo
HARV,HARV_007,2017-09-15,2017-09,PTEMUT,Pterostichus mutus,5,42,demo
HARV,HARV_007,2017-09-15,2017-09,CARGOR,Carabus goryi,1,42,demo
HARV,HARV_007,2017-09-15,2017-09,SPHSTE,Sphaeroderus stenostomus,3,42,demo
HARV,HARV_007,2017-09-15,2017-09,SYNIMP,Synuchus impunctatus,6,42,demo
HARV,HARV_007,2017-09-15,2017-09,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_001,2017-10-15,2017-10,PTEMEL,Pterostichus melanarius,6,52,demo
HARV,HARV_001,2017-10-15,2017-10,PTEMUT,Pterostichus mutus,2,52,demo
HARV,HARV_001,2017-10-15,2017-10,SPHSTE,Sphaeroderus stenostomus,3,52,demo
HARV,HARV_001,2017-10-15,2017-10,SYNIMP,Synuchus impunctatus,5,52,demo
HARV,HARV_001,2017-10-15,2017-10,AGOMEL,Agonum melanarium,1,52,demo
HARV,HARV_002,2017-10-15,2017-10,PTEMEL,Pterostichus melanarius,3,42,demo
HARV,HARV_002,2017-10-15,2017-10,PTEMUT,Pterostichus mutus,1,42,demo
HARV,HARV_002,2017-10-15,2017-10,SPHSTE,Sphaeroderus stenostomus,2,42,demo
HARV,HARV_002,2017-10-15,2017-10,SYNIMP,Synuchus impunctatus,4,42,demo
HARV,HARV_002,2017-10-15,2017-10,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_004,2017-10-15,2017-10,PTEMEL,Pterostichus melanarius,6,45,demo
HARV,HARV_004,2017-10-15,2017-10,PTEMUT,Pterostichus mutus,2,45,demo
HARV,HARV_004,2017-10-15,2017-10,SPHSTE,Sphaeroderus stenostomus,2,45,demo
HARV,HARV_004,2017-10-15,2017-10,SYNIMP,Synuchus impunctatus,5,45,demo
HARV,HARV_004,2017-10-15,2017-10,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_007,2017-10-15,2017-10,PTEMEL,Pterostichus melanarius,8,60,demo
HARV,HARV_007,2017-10-15,2017-10,PTEMUT,Pterostichus mutus,2,60,demo
HARV,HARV_007,2017-10-15,2017-10,SPHSTE,Sphaeroderus stenostomus,5,60,demo
HARV,HARV_007,2017-10-15,2017-10,SYNIMP,Synuchus impunctatus,6,60,demo
HARV,HARV_007,2017-10-15,2017-10,AGOMEL,Agonum melanarium,1,60,demo
HARV,HARV_001,2018-05-15,2018-05,PTEMEL,Pterostichus melanarius,1,42,demo
HARV,HARV_001,2018-05-15,2018-05,PTEMUT,Pterostichus mutus,4,42,demo
HARV,HARV_001,2018-05-15,2018-05,CARGOR,Carabus goryi,3,42,demo
HARV,HARV_001,2018-05-15,2018-05,CYCHRU,Cychrus caraboides,2,42,demo
HARV,HARV_001,2018-05-15,2018-05,AGOMEL,Agonum melanarium,2,42,demo
HARV,HARV_002,2018-05-15,2018-05,PTEMEL,Pterostichus melanarius,2,42,demo
HARV,HARV_002,2018-05-15,2018-05,PTEMUT,Pterostichus mutus,2,42,demo
HARV,HARV_002,2018-05-15,2018-05,CARGOR,Carabus goryi,3,42,demo
HARV,HARV_002,2018-05-15,2018-05,CYCHRU,Cychrus caraboides,1,42,demo
HARV,HARV_002,2018-05-15,2018-05,AGOMEL,Agonum melanarium,1,42,demo
HARV,HARV_004,2018-05-15,2018-05,PTEMEL,Pterostichus melanarius,1,45,demo
HARV,HARV_004,2018-05-15,2018-05,PTEMUT,Pterostichus mutus,3,45,demo
HARV,HARV_004,2018-05-15,2018-05,CARGOR,Carabus goryi,5,45,demo
HARV,HARV_004,2018-05-15,2018-05,CYCHRU,Cychrus caraboides,2,45,demo
HARV,HARV_004,2018-05-15,2018-05,AGOMEL,Agonum melanarium,1,45,demo
HARV,HARV_007,2018-05-15,2018-05,PTEMEL,Pterostichus melanarius,2,39,demo
